function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
216;libc.so.6;random;;71.123954772949;9.8399991989136;0;0;0;0;0;71.123954772949;9.8399991989136;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";random;;
5;measure_opti_parallel;kernel._omp_fn.0;driver_opti.c:19-25;12.287677764893;1.7000002861023;0;0;0;0;0;5.2042963716303e-07;7.2001441253633e-08;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";kernel._omp_fn.0;;
1;measure_opti_parallel;main;stdlib.h:483-483,driver_opti.c:15-19,driver_opti.c:41-62,driver_opti.c:68-86,driver_opti.c:93-134;8.0231294631958;1.1100000143051;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";main;;
218;libc.so.6;random_r;;5.457172870636;0.75499987602234;0;0;0;0;0;5.457172870636;0.75499987602234;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";random_r;;
211;libc.so.6;rand;;2.8550777435303;0.39500001072884;0;0;0;0;0;2.8550777435303;0.39500001072884;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";rand;;
298;libgomp.so.1.0.0;gomp_team_start;;0.072280451655388;0.010000000707805;0;0;0;0;0;0.072280451655388;0.010000000707805;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";gomp_team_start;;
336;libgomp.so.1.0.0;gomp_team_barrier_wait_end;;0.036140225827694;0.0050000003539026;0;0;0;0;0;0.036140225827694;0.0050000003539026;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";gomp_team_barrier_wait_end;;
332;libgomp.so.1.0.0;gomp_barrier_wait_end;;0.036140225827694;0.0050000003539026;0;0;0;0;0;0.036140225827694;0.0050000003539026;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";gomp_barrier_wait_end;;
304;libgomp.so.1.0.0;gomp_fini_work_share;;0.036140225827694;0.0050000003539026;0;0;0;0;0;0.036140225827694;0.0050000003539026;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";gomp_fini_work_share;;
235;libgomp.so.1.0.0;gomp_ialias_omp_get_num_threads;;0.036140225827694;0.0050000003539026;0;0;0;0;0;0.036140225827694;0.0050000003539026;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";gomp_ialias_omp_get_num_threads;;
64;libgomp.so.1.0.0;goacc_runtime_deinitialize;;0.036140225827694;0.0050000003539026;0;0;0;0;0;0.036140225827694;0.0050000003539026;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";goacc_runtime_deinitialize;;
