function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
5;measure_opti_parallel;kernel._omp_fn.0;driver_opti.c:19-25;94.695861816406;31.382200241089;20.229995727539;20.5032787323;20.734992980957;6.1290583610535;0.12662221491337;0.0086580738425255;0.0028692849446088;0;0.0018751132301986;0.010000372305512;0.014109488576651;0.0030447884928435;32;"100,0,0,0,0,0,0,0,0,0";kernel._omp_fn.0;;
336;libgomp.so.1.0.0;gomp_team_barrier_wait_end;;2.2941308021545;0.76027476787567;0.22999997437;0.49671867489815;0.75499987602234;0.62094575166702;0.12950654327869;2.2941308021545;0.76027476787567;0.22999997437;0.49671867489815;0.75499987602234;0.62094575166702;0.12950654327869;32;"0,0,100,0,0,0,0,0,0,0";gomp_team_barrier_wait_end;;
216;libc.so.6;random;;1.4151592254639;0.46898365020752;9.8050003051758;9.8050003051758;9.8050003051758;0;0;1.4151592254639;0.46898365020752;0;0.30640625953674;9.8050003051758;5.2302231788635;1.7332955598831;1;"0,0,0,0,0,0,0,0,0,100";random;;
332;libgomp.so.1.0.0;gomp_barrier_wait_end;;1.25062251091;0.41445618867874;0.10999999195337;0.27078121900558;0.34499996900558;0.20947033166885;0.039166916161776;1.25062251091;0.41445618867874;0.10999999195337;0.27078121900558;0.34499996900558;0.20947033166885;0.039166916161776;32;"0,0,100,0,0,0,0,0,0,0";gomp_barrier_wait_end;;
1;measure_opti_parallel;main;stdlib.h:483-483,driver_opti.c:15-19,driver_opti.c:41-62,driver_opti.c:68-86,driver_opti.c:93-134;0.13567051291466;0.0449611954391;0.93999969959259;0.93999969959259;0.93999969959259;0;0;0;0;0;0;0;0;0;1;"100,0,0,0,0,0,0,0,0,0";main;;
218;libc.so.6;random_r;;0.11907253414392;0.039460629224777;0.82499992847443;0.82499992847443;0.82499992847443;0;0;0.11907253414392;0.039460629224777;0;0.025781247764826;0.82499992847443;0.44007480144501;0.14584074914455;1;"0,0,0,0,0,0,0,0,0,100";random_r;;
211;libc.so.6;rand;;0.059175442904234;0.019610738381743;0.40999993681908;0.40999993681908;0.40999993681908;0;0;0.059175442904234;0.019610738381743;0;0.012812498025596;0.40999993681908;0.21870383620262;0.07247843593359;1;"0,0,0,0,0,0,0,0,0,100";rand;;
296;libgomp.so.1.0.0;gomp_thread_start;;0.012268079444766;0.0040656407363713;0.0049999989569187;0.0077272718772292;0.014999997802079;0.016158672049642;0.0034377577248961;0.012268079444766;0.0040656407363713;0;0.0026562495622784;0.014999997802079;0.01978761702776;0.0042091244831681;11;"0,0,100,0,0,0,0,0,0,0";gomp_thread_start;;
333;libgomp.so.1.0.0;gomp_barrier_wait;;0.0072165173478425;0.0023915532510728;0.00499999942258;0.0071428562514484;0.01999999769032;0.026758767664433;0.0056694662198424;0.0072165173478425;0.0023915532510728;0;0.0015624997904524;0.01999999769032;0.018381781876087;0.0039015086367726;7;"0,0,100,0,0,0,0,0,0,0";gomp_barrier_wait;;
235;libgomp.so.1.0.0;gomp_ialias_omp_get_num_threads;;0.0043299105018377;0.0014349319972098;0.00499999942258;0.0059999991208315;0.00999999884516;0.010523279197514;0.0022360677830875;0.0043299105018377;0.0014349319972098;0;0.00093749992083758;0.00999999884516;0.011065048165619;0.0023546451702714;5;"0,0,100,0,0,0,0,0,0,0";gomp_ialias_omp_get_num_threads;;
338;libgomp.so.1.0.0;gomp_team_barrier_wait_final;;0.0028866070788354;0.00095662131207064;0.00499999942258;0.00499999942258;0.00499999942258;6.3663601395092e-06;0;0.0028866070788354;0.00095662131207064;0;0.0006249999278225;0.00499999942258;0.0078894291073084;0.0016800535377115;4;"0,0,100,0,0,0,0,0,0,0";gomp_team_barrier_wait_final;;
298;libgomp.so.1.0.0;gomp_team_start;;0.0028866070788354;0.00095662131207064;0.01999999769032;0.01999999769032;0.01999999769032;0;0;0.0028866070788354;0.00095662131207064;0;0.0006249999278225;0.01999999769032;0.010668479837477;0.0035355335567147;1;"0,0,100,0,0,0,0,0,0,0";gomp_team_start;;
299;libgomp.so.1.0.0;gomp_team_end;;0.00072165176970884;0.00023915532801766;0.00499999942258;0.00499999942258;0.00499999942258;0;0;0.00072165176970884;0.00023915532801766;0;0.00015624998195563;0.00499999942258;0.0026671199593693;0.00088388338917866;1;"0,0,100,0,0,0,0,0,0,0";gomp_team_end;;
