block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
174;measure_opti_parallel;driver_opti.c:22-23;83.300422668457;61.180004119873;61.180004119873;61.180004119873;61.180004119873;0;0;1;;
60;measure_opti_parallel;driver_opti.c:41-42;0.25188913941383;0.18499998748302;0.18499998748302;0.18499998748302;0.18499998748302;0;0;1;;
53;measure_opti_parallel;driver_opti.c:41-42;0.21104225516319;0.15500000119209;0.15500000119209;0.15500000119209;0.15500000119209;0;0;1;;
54;measure_opti_parallel;driver_opti.c:42-42;0.18381100893021;0.13500000536442;0.13500000536442;0.13500000536442;0.13500000536442;0;0;1;;
56;measure_opti_parallel;driver_opti.c:42-42;0.17700317502022;0.12999999523163;0.12999999523163;0.12999999523163;0.12999999523163;0;0;1;;
55;measure_opti_parallel;driver_opti.c:42-42;0.17019537091255;0.125;0.125;0.125;0.125;0;0;1;;
57;measure_opti_parallel;driver_opti.c:42-42;0.17019537091255;0.125;0.125;0.125;0.125;0;0;1;;
58;measure_opti_parallel;driver_opti.c:42-42;0.17019537091255;0.125;0.125;0.125;0.125;0;0;1;;
59;measure_opti_parallel;driver_opti.c:42-42;0.1225406602025;0.090000003576279;0.090000003576279;0.090000003576279;0.090000003576279;0;0;1;;
188;measure_opti_parallel;driver_opti.c:22-22;0.11573284864426;0.08500000089407;0.08500000089407;0.08500000089407;0.08500000089407;0;0;1;;
189;measure_opti_parallel;driver_opti.c:25-25;0.074885956943035;0.054999995976686;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1;;
176;measure_opti_parallel;driver_opti.c:22-23;0.074885956943035;0.054999995976686;0.054999999701977;0.054999999701977;0.054999999701977;0;0;1;;
180;measure_opti_parallel;driver_opti.c:22-23;0.0068078148178756;0.0049999998882413;0.0050000003539026;0.0050000003539026;0.0050000003539026;0;0;1;;
