Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;684718;2.3599996566772;0;61.444190979004;0;1740342595;0.029815149045588;0;240526;0;92.218257959895;7.7519384954356;6707.9993359817;0;0;1740342534;0;0;
otapie;_ALL;_ALL;0;684718;2.3599996566772;0;61.444190979004;0;1740342595;0.029815149045588;0;240526;0;92.218257959895;7.7519384954356;6707.9993359817;0;0;1740342534;0;0;
otapie;56719;_ALL;0;684718;2.3599996566772;0;61.444190979004;0;1740342595;0.029815149045588;0;240526;0;92.218257959895;7.7519384954356;6707.9993359817;0;0;1740342534;0;0;
otapie;56719;56757;57.437927246094;684789;1.9849996566772;0;61.396820068359;0;1740342595;0;0;287968;0;91.435780036999;8.564232759325;396.99996199895;7.0499658584595;0;1740342534;0;0;
otapie;56719;56759;57.332939147949;684967;2.1799998283386;0;61.39693069458;0;1740342595;0;0;288036;0;91.513760765068;8.4862378587475;436.00000160004;6.776927947998;0;1740342534;0;0;
otapie;56719;56766;61.045944213867;684845;2.164999961853;0;61.396579742432;0;1740342595;0;0;288264;0;92.378754143264;7.6212474272177;433.00000840023;8.243800163269;0;1740342534;0;0;
otapie;56719;56756;59.561992645264;684756;2.0599994659424;0;61.396823883057;0;1740342595;0;0;287934;0;93.446630972625;6.553399513661;411.99990239731;7.7533359527588;0;1740342534;0;0;
otapie;56719;56719;60.745948791504;684718;2.3599996566772;0;61.444190979004;0;1740342595;0.42372883941468;0;240526;0;93.220340349075;6.3559326759683;471.99997119921;8.2587890625;0;1740342534;0;0;
otapie;56719;56760;59.820941925049;685011;2.1549994945526;0;61.396942138672;0;1740342595;0;0;288069;0;94.431569830691;5.5684469679195;430.999927598;8.9443607330322;0;1740342534;0;0;
otapie;56719;56752;60.070938110352;684826;2.0549993515015;0;61.397045135498;0;1740342595;0;0;287781;0;91.484204625432;8.5158152291348;410.9999131976;9.7117643356323;0;1740342534;0;0;
otapie;56719;56755;55.796165466309;684950;2.099999666214;0;61.397052764893;0;1740342595;0;0;287898;0;93.095255460799;6.9047629206631;419.99994399845;8.117335319519;0;1740342534;0;0;
otapie;56719;56753;60.28295135498;684741;2.0449998378754;0;61.396915435791;0;1740342595;0;0;287826;0;89.486560520542;10.513446912426;408.99998599961;8.8820171356201;0;1740342534;0;0;
otapie;56719;56761;58.248996734619;684861;2.0649995803833;0;61.3967628479;0;1740342595;0;0;288100;0;92.493958263779;7.506054133659;412.99996839913;11.161853790283;0;1740342534;0;0;
otapie;56719;56762;60.920932769775;685068;2.0449993610382;0;61.396934509277;0;1740342595;0;0;288135;0;94.621044283098;5.3789744949305;408.99990919749;7.1159439086914;0;1740342534;0;0;
otapie;56719;56754;57.802917480469;684925;2.0199995040894;0;61.397064208984;0;1740342595;0;0;287862;0;91.831707924422;8.1683191060333;403.99991199757;8.5200796127319;0;1740342534;0;0;
otapie;56719;56763;57.178966522217;685133;2.0099997520447;0;61.396961212158;0;1740342595;0;0;288170;0;92.537320735333;7.4626871255817;401.99995919887;11.596002578735;0;1740342534;0;0;
otapie;56719;56765;60.398174285889;684766;2.0449998378754;0;61.396533966064;0;1740342595;0;0;288233;0;90.709053765304;9.290952102829;408.99998599961;8.5204620361328;0;1740342534;0;0;
otapie;56719;56764;60.12398147583;685931;2.0499997138977;0;61.397731781006;0;1740342595;0;0;288201;0;90.975618966584;9.0243908873468;409.99997519932;11.448201179504;0;1740342534;0;0;
otapie;56719;56758;58.218204498291;684805;2.1999998092651;0;61.39680480957;0;1740342595;0;0;288001;0;91.59091009259;8.4090893619408;440.00000960026;12.584725379944;0;1740342534;0;0;
