block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
174;measure_opti_parallel;driver_opti.c:22-23;5.8437685966492;0.13791291415691;0.084999993443489;0.12249999493361;0.16500000655651;1.1888692378998;0.023021727800369;16;;
188;measure_opti_parallel;driver_opti.c:22-22;0.74537873268127;0.017590934410691;0.00999999884516;0.016666665673256;0.029999999329448;0.28305995464325;0.0055634863674641;15;;
189;measure_opti_parallel;driver_opti.c:25-25;0.44722720980644;0.01055456046015;0.00499999942258;0.011538460850716;0.024999998509884;0.32228916883469;0.0068873721174896;13;;
178;measure_opti_parallel;driver_opti.c:22-23;0.2087060213089;0.0049254610203207;0.00499999942258;0.0063636358827353;0.0099999997764826;0.10038763284683;0.0023354964796454;11;;
173;measure_opti_parallel;driver_opti.c:21-22;0.13416816294193;0.0031663679983467;0.00499999942258;0.0074999998323619;0.0099999997764826;0.12719637155533;0.0027386129368097;6;;
167;measure_opti_parallel;driver_opti.c:19-19;0.10435301065445;0.0024627305101603;0.00499999942258;0.0058333328925073;0.00999999884516;0.091755606234074;0.0020412411540747;6;;
168;measure_opti_parallel;driver_opti.c:19-21;0.074537865817547;0.0017590933712199;0.0099999997764826;0.012499999254942;0.014999998733401;0.17540445923805;0.0035355330910534;2;;
169;measure_opti_parallel;driver_opti.c:19-19;0.059630297124386;0.0014072748599574;0.00499999942258;0.0049999998882413;0.0049999998882413;0.010431250557303;3.8021086279372e-10;4;;
161;measure_opti_parallel;driver_opti.c:19-19;0.029815148562193;0.0007036374299787;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
176;measure_opti_parallel;driver_opti.c:22-23;0.029815148562193;0.0007036374299787;0.0049999998882413;0.0049999998882413;0.0049999998882413;0.0091609759256244;0;2;;
162;measure_opti_parallel;driver_opti.c:19-19;0.014907574281096;0.00035181871498935;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
170;measure_opti_parallel;driver_opti.c:19-23;0.014907574281096;0.00035181871498935;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
60;measure_opti_parallel;driver_opti.c:41-42;0.014907574281096;0.00035181871498935;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
