block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
102;measure_opti;driver_opti.c:22-23;83.226905822754;61.89998626709;;;;;;;;
71;measure_opti;driver_opti.c:22-23;0.53781527280807;0.39999994635582;;;;;;;;
57;measure_opti;driver_opti.c:42-42;0.20840340852737;0.15499997138977;;;;;;;;
54;measure_opti;driver_opti.c:42-42;0.20168071985245;0.14999997615814;;;;;;;;
53;measure_opti;driver_opti.c:41-42;0.18151263892651;0.1349999755621;;;;;;;;
58;measure_opti;driver_opti.c:42-42;0.17478995025158;0.12999996542931;;;;;;;;
162;measure_opti;driver_opti.c:22-23;0.17478995025158;0.12999996542931;;;;;;;;
55;measure_opti;driver_opti.c:42-42;0.1546218842268;0.11499997973442;;;;;;;;
59;measure_opti;driver_opti.c:42-42;0.11428574472666;0.084999993443489;;;;;;;;
60;measure_opti;driver_opti.c:41-42;0.11428573727608;0.084999978542328;;;;;;;;
104;measure_opti;driver_opti.c:22-23;0.10756304860115;0.07999999076128;;;;;;;;
56;measure_opti;driver_opti.c:42-42;0.094117671251297;0.069999992847443;;;;;;;;
117;measure_opti;driver_opti.c:20-25;0.08739497512579;0.064999982714653;;;;;;;;
116;measure_opti;driver_opti.c:22-22;0.080672286450863;0.059999987483025;;;;;;;;
106;measure_opti;driver_opti.c:22-23;0.013445381075144;0.00999999884516;;;;;;;;
108;measure_opti;driver_opti.c:22-23;0.013445381075144;0.00999999884516;;;;;;;;
101;measure_opti;driver_opti.c:22-22;0.0067226905375719;0.00499999942258;;;;;;;;
110;measure_opti;driver_opti.c:22-23;0.0067226905375719;0.00499999942258;;;;;;;;
152;measure_opti;driver_opti.c:94-94;0.0067226905375719;0.00499999942258;;;;;;;;
