Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;165269;4.4699988365173;0;4.4748921394348;0;1740336587;0.014039033787741;0;690377;0;95.770779561412;4.2152201025499;28491.989267045;0;0;1740336582;0;0;
otapie;_ALL;_ALL;0;165269;4.4699988365173;0;4.4748921394348;0;1740336587;0.014039033787741;0;690377;0;95.770779561412;4.2152201025499;28491.989267045;0;0;1740336582;0;0;
otapie;40247;_ALL;0;165269;4.4699988365173;0;4.4748921394348;0;1740336587;0.014039033787741;0;690377;0;95.770779561412;4.2152201025499;28491.989267045;0;0;1740336582;0;0;
otapie;40247;40289;4.4662780761719;165283;4.4699974060059;0;4.4723119735718;0;1740336587;0;0;692971;0;96.97989819125;3.0201350978312;893.99968959553;4.4662780761719;0;1740336582;0;0;
otapie;40247;40290;4.4667959213257;165282;4.469997882843;0;4.4722700119019;0;1740336587;0;0;693012;0;94.966462721788;5.033558397089;893.999791997;4.4667959213257;0;1740336582;0;0;
otapie;40247;40295;4.4665861129761;165282;4.3899970054626;0;4.4720788002014;0;1740336587;0;0;693203;0;92.369064618628;7.630983855898;877.99956159369;1.3207190036774;0;1740336582;0;0;
otapie;40247;40307;4.4621691703796;165278;4.449996471405;0;4.4714832305908;0;1740336587;0;0;693795;0;94.49443650449;5.5056213840177;889.99947839249;3.236025094986;0;1740336582;0;0;
otapie;40247;40288;4.4664587974548;165283;4.4699974060059;0;4.4723529815674;0;1740336587;0;0;692930;0;96.420622292488;3.5794195873242;893.99968959553;4.4664587974548;0;1740336582;0;0;
otapie;40247;40292;4.4652500152588;165282;4.4549961090088;0;4.4721941947937;0;1740336587;0;0;693088;0;96.969755364617;3.0303047934149;890.99942879177;2.3475720882416;0;1740336582;0;0;
otapie;40247;40296;4.4663109779358;165281;4.4149971008301;0;4.472029209137;0;1740336587;0;0;693252;0;94.903775841452;5.0962651104574;882.99962079454;2.2418260574341;0;1740336582;0;0;
otapie;40247;40309;4.4653367996216;165277;4.4699974060059;0;4.4713840484619;0;1740336587;0;0;693893;0;96.308762029887;3.6912766284016;893.99968959553;4.4653367996216;0;1740336582;0;0;
otapie;40247;40287;4.4636597633362;165532;4.4449973106384;0;4.4726457595825;0;1740336587;0;0;692886;0;96.28799989708;3.7120384386959;888.99963039468;2.3502309322357;0;1740336582;0;0;
otapie;40247;40294;4.4664030075073;165282;4.4699974060059;0;4.4721131324768;0;1740336587;0;0;693169;0;96.644335658749;3.3557062210636;893.99968959553;4.4664030075073;0;1740336582;0;0;
otapie;40247;40297;4.4642868041992;165282;4.459997177124;0;4.4719891548157;0;1740336587;0;0;693293;0;96.636818521887;3.3632306268259;891.99958399401;4.4642868041992;0;1740336582;0;0;
otapie;40247;40247;4.4624691009521;165269;4.3349990844727;0;4.4748921394348;0;1740336587;0.46136101243995;0;690377;0;97.347180083976;2.1914648090898;867.00000480007;1.9753799438477;0;1740336582;0;0;
otapie;40247;40286;4.4648180007935;165279;4.459997177124;0;4.4724378585815;0;1740336587;0;0;692841;0;95.403626556515;4.5964141615795;891.99958399401;4.4648180007935;0;1740336582;0;0;
otapie;40247;40280;4.4631519317627;165272;4.4649963378906;0;4.4727230072021;0;1740336587;0;0;692549;0;97.42447424177;2.5755895441836;892.99943199182;4.4631519317627;0;1740336582;0;0;
otapie;40247;40298;4.4640970230103;165279;4.4549961090088;0;4.4719429016113;0;1740336587;0;0;693336;0;94.949558154881;5.0505091861997;890.99942879177;4.4640970230103;0;1740336582;0;0;
otapie;40247;40281;4.4658150672913;165271;4.4699974060059;0;4.4726672172546;0;1740336587;0;0;692604;0;97.651035426455;2.3489941041815;893.99968959553;4.4658150672913;0;1740336582;0;0;
otapie;40247;40285;4.4653401374817;165279;4.4699969291687;0;4.4724841117859;0;1740336587;0;0;692795;0;95.302056354856;4.6979891044323;893.99958719406;4.4653401374817;0;1740336582;0;0;
otapie;40247;40282;4.4665789604187;165273;4.4699964523315;0;4.4726119041443;0;1740336587;0;0;692661;0;97.427346885081;2.5727084177611;893.99948479258;4.4665789604187;0;1740336582;0;0;
otapie;40247;40299;4.4640254974365;165280;4.3599996566772;0;4.4719018936157;0;1740336587;0;0;693378;0;93.119264358195;6.8807334399389;872.00006400092;2.1350140571594;0;1740336582;0;0;
otapie;40247;40283;4.4626522064209;165281;4.4649987220764;0;4.4725780487061;0;1740336587;0;0;692703;0;93.281082669472;6.7189261100498;892.99994399919;4.4626522064209;0;1740336582;0;0;
otapie;40247;40284;4.4657487869263;165279;4.4699974060059;0;4.4725289344788;0;1740336587;0;0;692750;0;95.749471634266;4.2505611178946;893.99968959553;4.4657487869263;0;1740336582;0;0;
otapie;40247;40300;4.4647121429443;165280;4.4499974250793;0;4.4718589782715;0;1740336587;0;0;693421;0;96.516887569642;3.4831471274995;889.99968319544;2.3490319252014;0;1740336582;0;0;
otapie;40247;40308;4.4623379707336;165278;4.4649977684021;0;4.4714360237122;0;1740336587;0;0;693842;0;96.528592043816;3.4714454035428;892.99973919624;4.4623379707336;0;1740336582;0;0;
otapie;40247;40301;4.4662208557129;165280;4.469997882843;0;4.4718079566956;0;1740336587;0;0;693472;0;95.302041681419;4.697987312294;893.999791997;4.4662208557129;0;1740336582;0;0;
otapie;40247;40293;4.464252948761;165282;4.4649968147278;0;4.4721541404724;0;1740336587;0;0;693128;0;96.640585035238;3.3594645959618;892.9995343933;4.464252948761;0;1740336582;0;0;
otapie;40247;40302;4.4657602310181;165279;4.4549965858459;0;4.471743106842;0;1740336587;0;0;693536;0;94.27613957041;5.7239099926193;890.99953119325;4.4657602310181;0;1740336582;0;0;
otapie;40247;40291;4.4644680023193;165282;4.4499969482422;0;4.4722309112549;0;1740336587;0;0;693051;0;96.17982741489;3.8202268780526;889.99958079396;2.3270690441132;0;1740336582;0;0;
otapie;40247;40303;4.4626312255859;165280;4.4449977874756;0;4.4716801643372;0;1740336587;0;0;693600;0;95.163129255235;4.8368973818273;888.99973279615;2.3918650150299;0;1740336582;0;0;
otapie;40247;40306;4.465353012085;165279;4.4699974060059;0;4.4715280532837;0;1740336587;0;0;693751;0;95.078334757008;4.9217019325708;893.99968959553;4.465353012085;0;1740336582;0;0;
otapie;40247;40304;4.4635581970215;165279;4.4649972915649;0;4.4716310501099;0;1740336587;0;0;693648;0;95.856702458749;4.143338930442;892.99963679477;4.4635581970215;0;1740336582;0;0;
otapie;40247;40310;4.4653339385986;165277;4.4699988365173;0;4.4713339805603;0;1740336587;0;0;693943;0;96.532457577263;3.4675621098234;893.99989439848;4.4653339385986;0;1740336582;0;0;
otapie;40247;40305;4.4664459228516;165278;4.4699974060059;0;4.4715790748596;0;1740336587;0;0;693699;0;95.861334581471;4.1387040768172;893.99968959553;4.4664459228516;0;1740336582;0;0;
