Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;986699;15.835001945496;0;74.062187194824;0;1740343370;15.18378475716;0.013740981420785;924509;0;0.48780484043786;84.314666285218;14555.001122225;0;0;1740343296;0;0;
otapie;_ALL;_ALL;0;986699;15.835001945496;0;74.062187194824;0;1740343370;15.18378475716;0.013740981420785;924509;0;0.48780484043786;84.314666285218;14555.001122225;0;0;1740343296;0;0;
otapie;57883;_ALL;0;986699;15.835001945496;0;74.062187194824;0;1740343370;15.18378475716;0.013740981420785;924509;0;0.48780484043786;84.314666285218;14555.001122225;0;0;1740343296;0;0;
otapie;57883;57918;73.595680236816;987584;3.8450000286102;0;73.608779907227;0;1740343370;0;0;378806;0;0.65019500694045;99.349805279152;769.00006100138;11.881646156311;0;1740343297;0;0;
otapie;57883;57919;72.99836730957;987453;3.5799996852875;0;73.608612060547;0;1740343370;0;0;378842;0;0.27932960800223;99.720681956505;716.00000240005;9.6090717315674;0;1740343297;0;0;
otapie;57883;57923;71.814315795898;986856;4;0;73.607872009277;0;1740343370;0;0;378984;0;0;100;800.0000576013;7.7625389099121;0;1740343297;0;0;
otapie;57883;57920;71.506851196289;987635;3.7049996852875;0;73.608757019043;0;1740343370;0;0;378881;0;0.40485830429401;99.595144637743;740.99999139981;8.1176071166992;0;1740343297;0;0;
otapie;57883;57917;71.611846923828;987216;3.5499999523163;0;73.608451843262;0;1740343370;0;0;378766;0;0.42253518389147;99.5774678866;710.00004600104;14.455901145935;0;1740343297;0;0;
otapie;57883;57921;72.863319396973;986939;3.7949998378754;0;73.608024597168;0;1740343370;0;0;378916;0;0.52700921280145;99.472985622392;759.00001420032;14.099733352661;0;1740343297;0;0;
otapie;57883;57924;71.950675964355;987474;3.9200000762939;0;73.608459472656;0;1740343370;0;0;379018;0;0.63775505778742;99.362245222831;784.00005440123;8.4832973480225;0;1740343297;0;0;
otapie;57883;57922;72.386367797852;987676;3.9249994754791;0;73.608726501465;0;1740343370;0;0;378948;0;0.25477708246204;99.745233465548;784.99996179914;7.9664359092712;0;1740343297;0;0;
otapie;57883;57927;71.897201538086;986913;3.8849997520447;0;73.607795715332;0;1740343370;0;0;379120;0;0.51480052420892;99.485207609823;776.99998579968;14.416815757751;0;1740343297;0;0;
otapie;57883;57883;73.979118347168;986699;15.835001945496;0;74.062187194824;0;1740343370;69.782114643544;0.063151233777062;924509;0;0.22102931821972;29.933684330367;3167.0006750153;1.9895539283752;0;1740343296;0;0;
otapie;57883;57928;66.80037689209;987102;3.8249998092651;0;73.607948303223;0;1740343370;0;0;379150;0;0.91503265366253;99.084965071776;765.00002180049;7.8203430175781;0;1740343297;0;0;
otapie;57883;57916;73.510681152344;987336;3.5199999809265;0;73.60865020752;0;1740343370;0;0;378686;0;1.1363635743788;98.863639834789;704.00003840087;12.154240608215;0;1740343297;0;0;
otapie;57883;57930;70.765769958496;988108;3.8849999904633;0;73.60888671875;0;1740343370;0;0;379219;0;0.64350061285706;99.35649967029;777.00003700084;11.989520072937;0;1740343297;0;0;
otapie;57883;57925;72.701354980469;987533;3.9549999237061;0;73.60848236084;0;1740343370;0;0;379050;0;1.2642224702357;98.735778086035;791.00002060047;6.5960640907288;0;1740343297;0;0;
otapie;57883;57929;63.727939605713;987030;3.7400000095367;0;73.607841491699;0;1740343370;0;0;379186;0;0.4010694865445;99.59893342796;748.00006000136;8.7998685836792;0;1740343297;0;0;
otapie;57883;57926;65.488891601563;987507;3.8100001811981;0;73.608421325684;0;1740343370;0;0;379085;0;0.39370073842038;99.606288683914;762.00009480214;5.6230802536011;0;1740343297;0;0;
