block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
174;measure_opti_parallel;driver_opti.c:22-23;82.880805969238;16.335800170898;7.3900003433228;7.5737500190735;7.9000000953674;21.700727462769;0.1645285487175;8;;
54;measure_opti_parallel;driver_opti.c:42-42;0.20518437027931;0.040441822260618;0.1499999910593;0.1499999910593;0.1499999910593;0;0;1;;
53;measure_opti_parallel;driver_opti.c:41-42;0.19150540232658;0.037745699286461;0.13999998569489;0.13999998569489;0.13999998569489;0;0;1;;
55;measure_opti_parallel;driver_opti.c:42-42;0.19150540232658;0.037745699286461;0.13999998569489;0.13999998569489;0.13999998569489;0;0;1;;
56;measure_opti_parallel;driver_opti.c:42-42;0.17782644927502;0.035049580037594;0.12999999523163;0.12999999523163;0.12999999523163;0;0;1;;
57;measure_opti_parallel;driver_opti.c:42-42;0.17098696529865;0.03370151668787;0.125;0.125;0.125;0;0;1;;
60;measure_opti_parallel;driver_opti.c:41-42;0.15046852827072;0.029657334089279;0.10999999940395;0.10999999940395;0.10999999940395;0;0;1;;
59;measure_opti_parallel;driver_opti.c:42-42;0.12311062216759;0.0242650937289;0.089999996125698;0.089999996125698;0.089999996125698;0;0;1;;
58;measure_opti_parallel;driver_opti.c:42-42;0.10259218513966;0.020220911130309;0.074999995529652;0.074999995529652;0.074999995529652;0;0;1;;
176;measure_opti_parallel;driver_opti.c:22-23;0.095752701163292;0.01887284964323;0.0049999998882413;0.0099999997764826;0.014999999664724;0.050051927566528;0.0040824827738106;7;;
189;measure_opti_parallel;driver_opti.c:25-25;0.075234264135361;0.01482866704464;0.0049999998882413;0.0091666663065553;0.015000000596046;0.055747326463461;0.0037638633511961;6;;
188;measure_opti_parallel;driver_opti.c:22-22;0.05471583083272;0.010784485377371;0.0049999998882413;0.0066666668280959;0.014999999664724;0.055825732648373;0.0040824827738106;6;;
180;measure_opti_parallel;driver_opti.c:22-23;0.020518435165286;0.0040441816672683;0.0049999998882413;0.0074999998323619;0.0099999997764826;0.046819295734167;0.0035355337895453;2;;
161;measure_opti_parallel;driver_opti.c:19-19;0.01367895770818;0.0026961213443428;0.0049999998882413;0.0049999998882413;0.0050000003539026;0.0016109737334773;4.6566128730774e-10;2;;
173;measure_opti_parallel;driver_opti.c:21-22;0.01367895770818;0.0026961213443428;0.0049999998882413;0.0049999998882413;0.0050000003539026;0.0011849112343043;4.6566128730774e-10;2;;
162;measure_opti_parallel;driver_opti.c:19-19;0.00683947885409;0.0013480606721714;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
178;measure_opti_parallel;driver_opti.c:22-23;0.00683947885409;0.0013480606721714;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
182;measure_opti_parallel;driver_opti.c:22-23;0.00683947885409;0.0013480606721714;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
82;measure_opti_parallel;driver_opti.c:19-19;0.00683947885409;0.0013480606721714;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
85;measure_opti_parallel;driver_opti.c:94-94;0.00683947885409;0.0013480606721714;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
