time;profiled_time;max_nb_threads;nb_execution_ports;ENERGY_PKG;ENERGY_DRAM;DRAM_READS;DRAM_WRITES;filtered_threads_count;filtered_threads_CPU_time;
2.2617399692535;2.2449996471405;1;11;0;0;0;0;0;0;
