Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;469230;13.835000038147;0;74.538116455078;0;1740343449;15.068209927937;0;931112;0;0.83636112940191;84.095427264421;14587.000245605;0;0;1740343374;0;0;
otapie;_ALL;_ALL;0;469230;13.835000038147;0;74.538116455078;0;1740343449;15.068209927937;0;931112;0;0.83636112940191;84.095427264421;14587.000245605;0;0;1740343374;0;0;
otapie;58030;_ALL;0;469230;13.835000038147;0;74.538116455078;0;1740343449;15.068209927937;0;931112;0;0.83636112940191;84.095427264421;14587.000245605;0;0;1740343374;0;0;
otapie;58030;58070;71.90185546875;470290;2.0499999523163;0;74.083099365234;0;1740343449;0;0;387187;0;1.2195122474728;98.780491459919;409.99998239965;26.160608291626;0;1740343375;0;0;
otapie;58030;58078;73.398979187012;471283;1.9350000619888;0;74.08381652832;0;1740343449;0;0;387467;0;1.8087854287583;98.191214777964;387.00002160043;36.190536499023;0;1740343375;0;0;
otapie;58030;58071;73.433837890625;469652;1.9249999523163;0;74.082420349121;0;1740343449;0;0;387228;0;0.77922076464805;99.220780274334;385.00000720014;57.653095245361;0;1740343375;0;0;
otapie;58030;58069;48.149795532227;469787;1.7749997377396;0;74.082633972168;0;1740343449;0;0;387151;0;0.56338032866589;99.436615614915;354.99997039941;38.968589782715;0;1740343375;0;0;
otapie;58030;58072;66.226531982422;469261;2.0099999904633;0;74.082000732422;0;1740343449;0;0;387261;0;1.2437810895769;98.756222691593;402.00000160003;20.275888442993;0;1740343375;0;0;
otapie;58030;58079;68.351844787598;471531;1.9000000953674;0;74.084030151367;0;1740343449;0;0;387500;0;1.0526315168963;98.947360904005;380.00002240045;18.25580406189;0;1740343375;0;0;
otapie;58030;58073;62.358051300049;469735;1.9400000572205;0;74.082443237305;0;1740343449;0;0;387295;0;1.0309277585275;98.969064818644;388.00002880058;21.533590316772;0;1740343375;0;0;
otapie;58030;58068;68.411842346191;470491;1.7900000810623;0;74.083374023438;0;1740343449;0;0;387119;0;0.27932959520587;99.720668393581;358.00001760035;20.839282989502;0;1740343375;0;0;
otapie;58030;58090;73.555717468262;472330;1.9199998378754;0;74.084465026855;0;1740343449;0;0;387866;0;0;100;383.99997439949;21.987117767334;0;1740343375;0;0;
otapie;58030;58080;63.639598846436;471635;1.8449999094009;0;74.084098815918;0;1740343449;0;0;387534;0;1.3550135706998;98.644990548624;368.99999439989;16.270711898804;0;1740343375;0;0;
otapie;58030;58091;72.196868896484;471973;1.7849999666214;0;74.084075927734;0;1740343449;0;0;387897;0;1.4005601832882;98.5994440745;357.00001040021;17.619827270508;0;1740343375;0;0;
otapie;58030;58067;60.687553405762;469491;1.9449999332428;0;74.082405090332;0;1740343449;0;0;387085;0;1.0282776074697;98.971721569892;389.00001040021;17.263277053833;0;1740343375;0;0;
